eco,white_elo,black_elo,result,elo_difference,eco_cat,white_player,black_player
 C96,2582,2571, 1/2-1/2,11,C20 - C99,Nathan Matson,Marshall Giron
 A23,2478,2556, 1/2-1/2,-78,A00 - A39,Robin Townes,Samatha Duffy
 A60,2624,2526, 1-0,98,A50 - A79,Delma Rosas,Gayle Bolling
 A56,2491,2526, 1/2-1/2,-35,A50 - A79,Reuben Battle,Rita Madrid
 C19,2478,2526, 0-1,-48,C00 - C19,Gregorio Rouse,Fabian Bloom
 C42,2505,2479, 1/2-1/2,26,C20 - C99,Tiffany Kirby,Marybeth Tam
 A05,2648,2530, 1-0,118,A00 - A39,Alvina Fountain,Anita Mccall
 A09,2455,2563, 1/2-1/2,-108,A00 - A39,Winfred Love,Gilda Martens
 A11,2521,2611, 1/2-1/2,-90,A00 - A39,Antwan Swanson,Colleen Hairston
 B18,2576,2563, 1/2-1/2,13,B10 - B19,Chantel Alexander,Dominic Merchant
 B43,2530,2535, 1/2-1/2,-5,B20 - B99,Addie Pedroza,Isaias Humphreys
 C11,2521,2530, 0-1,-9,C00 - C19,Sammy Brooks,Isidro Maclean
 A09,2590,2535, 1-0,55,A00 - A39,Cyril Tanaka,Tammy Doyle
 C00,2450,2390, 0-1,60,C00 - C19,Manual Rider,Rosemarie Barnard
 B46,2471,2698, 1-0,-227,B20 - B99,Huey Sparks,Tiffany Titus
 A30,2548,2532, 0-1,16,A00 - A39,Bradly Mcmillen,Josefa Wynne
 D10,2609,2507, 1-0,102,D00 - D69,Rogelio Draper,Frances Bock
 A11,2548,2529, 1/2-1/2,19,A00 - A39,Elissa Breeden,Mike Rudd
 A04,2479,2623, 1-0,-144,A00 - A39,Laurie Liddell,Junior Alexander
 E48,2666,2619, 1/2-1/2,47,E00 - E59,Sabina Hare,Russel Curtin
 C44,2397,2448, 0-1,-51,C20 - C99,Brady Hopkins,Raleigh Boles
 B07,2542,2411, 1-0,131,B00 - B09,Luanne Crisp,Stan Taylor
 C15,2673,2557, 1/2-1/2,116,C00 - C19,Earle Branson,Troy Burden
 A06,2535,2683, 1-0,-148,A00 - A39,Leroy Armijo,Patrice Osborne
 D11,2512,2633, 1/2-1/2,-121,D00 - D69,Whitney Jeter,Jeramy Wolford
 C07,2496,2598, 0-1,-102,C00 - C19,Gary Adam,Kelsey Shelley
 B11,2671,2535, 1/2-1/2,136,B10 - B19,Wilton Magana,Darrin Lees
 E10,2525,2597, 0-1,-72,E00 - E59,Earle Voigt,Herlinda Thornburg
 B07,2476,2600, 1-0,-124,B00 - B09,Edmund Moseley,Gina Crittenden
 A40,2513,2671, 1/2-1/2,-158,A40 - A44,Erin Fenton,Ida Leroy
 C88,2612,2533, 1-0,79,C20 - C99,Vera Goodwin,Kareem Mullins
 E00,2603,2673, 1/2-1/2,-70,E00 - E59,Marlys Shepherd,Isabella Smoot
 E15,2526,2636, 1/2-1/2,-110,E00 - E59,Kisha Cagle,Lauri Nieto
 D25,2504,2558, 0-1,-54,D00 - D69,Sammie Tyner,Murray Evans
 C15,2673,2595, 1/2-1/2,78,C00 - C19,Donovan Peterman,Nestor Tafoya
 D31,2636,2525, 1/2-1/2,111,D00 - D69,Krystle Monahan,Leslie Perron
 C45,2633,2597, 1-0,36,C20 - C99,Benjamin Mcfarlane,Dalton Mcdermott
 B81,2557,2639, 1-0,-82,B20 - B99,Brooks Fishman,Curt Bradley
 B22,2504,2636, 0-1,-132,B20 - B99,Kyle Page,Jordon Scribner
 A06,2570,2617, 1/2-1/2,-47,A00 - A39,Jodi Blanchette,Leonard Jude
 D31,2658,2570, 1-0,88,D00 - D69,Sallie Leon,Eve Kelsey
 D31,2617,2658, 1/2-1/2,-41,D00 - D69,Valeria Goode,Lester Villegas
 E11,2510,2492, 1/2-1/2,18,E00 - E59,Wendy Norris,Alba Pulido
 B57,2502,2535, 1/2-1/2,-33,B20 - B99,Henry Wheaton,Kathryn Nesmith
 A41,2469,2681, 1/2-1/2,-212,A40 - A44,Elissa Little,Hershel Means
 D10,2666,2587, 1-0,79,D00 - D69,Jesse Delgado,Stephanie Hackney
 E60,2666,2494, 1-0,172,E60 - E99,Shawn Roe,Sonja Gillespie
 A09,2545,2532, 1-0,13,A00 - A39,Max Ashford,Dwight Bosley
 A40,2469,2670, 0-1,-201,A40 - A44,Tad Book,Isiah Abreu
 D15,2623,2517, 1/2-1/2,106,D00 - D69,Marianna Marcus,Kimberly Dent
 E81,2706,2634, 1/2-1/2,72,E60 - E99,Isabel Day,Dwight Jamieson
 C05,2722,2536, 1-0,186,C00 - C19,Reinaldo Cabrera,Dennis Passmore
 C45,2612,2469, 1-0,143,C20 - C99,Evangelina Steadman,Deloris Peachey
 C53,2536,2515, 1-0,21,C20 - C99,Maureen Friedman,Darryl Matthew
 D18,2587,2476, 0-1,111,D00 - D69,Aldo Strain,Katheryn Stover
 D20,2493,2590, 1-0,-97,D00 - D69,Belle Noe,Sofia Mckay
 C16,2429,2329, 1/2-1/2,100,C00 - C19,Marcella Wakefield,Kasey Shelly
 B14,2417,2568, 0-1,-151,B10 - B19,Merry Martinson,Vincenzo Straub
 A13,2590,2606, 1/2-1/2,-16,A00 - A39,Prince Cardoza,Alva Keen
 D83,2428,2482, 0-1,-54,D70 - D99,Will Chau,Dee Faison
 D31,2428,2482, 1/2-1/2,-54,D00 - D69,Abbie Rutter,Dawna Mackenzie
 C96,2535,2456, 0-1,79,C20 - C99,Desmond Keister,Thomas Fredrickson
 D18,2458,2583, 0-1,-125,D00 - D69,Eve Marroquin,Marianne Frazer
 E73,2577,2610, 0-1,-33,E60 - E99,Raymon Novotny,Erika Bedford
 C78,2458,2511, 0-1,-53,C20 - C99,Otis Billingsley,Rosario Sharpe
 E10,2511,2577, 1/2-1/2,-66,E00 - E59,Jerome Rosenberg,Jamar Parr
 D85,2577,2594, 1-0,-17,D70 - D99,Elvis Reis,Virgie Lafleur
 A05,2599,2636, 1/2-1/2,-37,A00 - A39,Fran Low,Kent Soule
 B12,2610,2599, 1/2-1/2,11,B10 - B19,Fawn Mcneill,Christa Dunn
 A13,2476,2388, 1/2-1/2,88,A00 - A39,Cecil Mattos,Reed Cuevas
 A40,2487,2569, 1/2-1/2,-82,A40 - A44,Sandy Calloway,Michell Dunne
 A30,2549,2487, 1/2-1/2,62,A00 - A39,Daisy Swenson,Donnell Hammons
 D10,2522,2575, 1/2-1/2,-53,D00 - D69,Delilah Cade,Camille Cowley
 E32,2503,2475, 1/2-1/2,28,E00 - E59,Lou Schulze,Stan Kirkwood
 A05,2593,2549, 1/2-1/2,44,A00 - A39,Morton Driscoll,Violeta Bess
 C53,2734,2700, 0-1,34,C20 - C99,Wallace Mccune,Aurora Grimm
 B92,2648,2734, 1/2-1/2,-86,B20 - B99,Meagan Benavides,Marquis Mackenzie
 D86,2603,2702, 0-1,-99,D70 - D99,Stephenie Lawler,Morgan Bunker
 C67,2648,2689, 1/2-1/2,-41,C20 - C99,Jodi Collett,Hilary Fort
 E10,2689,2603, 1-0,86,E00 - E59,Della Baer,Jack Hulsey
 B12,2702,2734, 1/2-1/2,-32,B10 - B19,Suzanne Wood,Bettie Hammonds
 C15,2542,2474, 1/2-1/2,68,C00 - C19,Cortez Crider,Hope Schmitt
 A10,2463,2542, 1/2-1/2,-79,A00 - A39,Stacy Oaks,Hellen Friday
 A20,2648,2602, 1/2-1/2,46,A00 - A39,Rene Cushing,Adelaida Faber
 B07,2486,2578, 1-0,-92,B00 - B09,Debbie Ellison,Sierra Mcclendon
 C51,2489,2629, 1/2-1/2,-140,C20 - C99,Jeremy Littlefield,Alvaro Gore
 B12,2549,2523, 1-0,26,B10 - B19,Tessie Talbot,Rolando Braun
 B04,2549,2561, 1/2-1/2,-12,B00 - B09,Angelique Lim,Alexandria Farmer
 E33,2523,2581, 0-1,-58,E00 - E59,Harry Potter,Lorene Cates
 B75,2451,2534, 1-0,-83,B20 - B99,Theron Donley,Leslie Valle
 D10,2554,2511, 1/2-1/2,43,D00 - D69,Sun Fiore,Damian Collins
 A61,2575,2424, 1-0,151,A50 - A79,Minh Fisher,Louie Duff
 B03,2457,2528, 1/2-1/2,-71,B00 - B09,Bettie Jett,Venus Wenger
 E60,2554,2549, 0-1,5,E60 - E99,Nicholas Macpherson,Herman Perea
 C95,2457,2554, 0-1,-97,C20 - C99,Carla Tafoya,Juli Loftin
 E32,2554,2473, 0-1,81,E00 - E59,Lincoln Crowder,Miguel Dejesus
 A48,2473,2528, 0-1,-55,A45 - A49,Dennis Freed,Bettina Guajardo
 A13,2568,2571, 1/2-1/2,-3,A00 - A39,Clementine Mcmillan,Alana Mccauley
 A05,2571,2492, 1/2-1/2,79,A00 - A39,Fritz Penny,Ashley Fogg
 C60,2647,2470, 1-0,177,C20 - C99,Titus Griffis,Lorri Muir
 D26,2470,2537, 1/2-1/2,-67,D00 - D69,Penny Allan,Savannah Macon
 C42,2722,2730, 1/2-1/2,-8,C20 - C99,Vickie Goldstein,Sal Alston
 A11,2742,2684, 1/2-1/2,58,A00 - A39,Daryl Matheson,Johnathon Faison
 D10,2684,2729, 0-1,-45,D00 - D69,Nicki Jeter,Tamela Settle
 D80,2742,2752, 1/2-1/2,-10,D70 - D99,Santo Farley,Lenny Bentley
 A04,2730,2754, 1/2-1/2,-24,A00 - A39,Ernesto Pike,Matilda Mitchell
 E97,2738,2730, 1/2-1/2,8,E60 - E99,Scotty Francis,Carole Thomas
 A46,2724,2712, 1-0,12,A45 - A49,Beatrice Dorsey,Georgiana James
 E40,2505,2556, 0-1,-51,E00 - E59,Karyn Taft,Lowell Lerma
 E11,2616,2591, 1-0,25,E00 - E59,Kelli Corbitt,Elma Hamlin
 C67,2668,2712, 1/2-1/2,-44,C20 - C99,Shirley Doty,Evelyn Beebe
 B42,2691,2705, 1/2-1/2,-14,B20 - B99,Rochelle Hefner,Candy Gagne
 B51,2447,2584, 1/2-1/2,-137,B20 - B99,Jay Bacon,Pearlie Avila
 A46,2527,2541, 1/2-1/2,-14,A45 - A49,Rachael Coyle,Santiago Loy
 E32,2555,2556, 1/2-1/2,-1,E00 - E59,Nelda Day,Houston Mills
 C55,2469,2615, 0-1,-146,C20 - C99,Cesar Hogg,Jim Mcduffie
 B30,2451,2712, 0-1,-261,B20 - B99,Amelia Daniels,Doris Casey
 C95,2691,2596, 1/2-1/2,95,C20 - C99,Carol Wilson,Kim Ochoa
 A81,2540,2489, 1/2-1/2,51,A80 - A99,Rusty Galbraith,Shanna Pipkin
 C80,2615,2577, 1-0,38,C20 - C99,Logan Harlow,Dino Darby
 B10,2617,2618, 1/2-1/2,-1,B10 - B19,Armand Bolling,Leone Moya
 B40,2451,2646, 1/2-1/2,-195,B20 - B99,Irma Putnam,Nola Hawkins
 E21,2577,2561, 1/2-1/2,16,E00 - E59,Corrie Mcdermott,Ronda Jamison
 D10,2527,2578, 1/2-1/2,-51,D00 - D69,Francisca Chester,Dewey Forrest
 D31,2699,2618, 1/2-1/2,81,D00 - D69,Sammy Steffen,Man Sepulveda
 B40,2451,2672, 0-1,-221,B20 - B99,Ernesto Pitcher,Justina Frierson
 A04,2505,2561, 1/2-1/2,-56,A00 - A39,Alfonzo Lacey,Max Craft
 A22,2577,2505, 1/2-1/2,72,A00 - A39,Marquita Bowling,Jamey Irish
 E11,2637,2617, 1/2-1/2,20,E00 - E59,Alpha Gipson,Sylvia Kirk
 A06,2567,2699, 1/2-1/2,-132,A00 - A39,Adele Lapointe,Cary Mcintire
 A04,2490,2643, 0-1,-153,A00 - A39,Latrice Camacho,Cori Trask
 A13,2643,2470, 1/2-1/2,173,A00 - A39,Cornell Anthony,Darwin Watson
 A30,2520,2432, 0-1,88,A00 - A39,Edgar Lemus,Geri Shields
 A34,2566,2528, 1/2-1/2,38,A00 - A39,Ben Winstead,Chasity Slack
 D25,2432,2566, 1/2-1/2,-134,D00 - D69,Everett Ezell,Cameron Tillery
 A05,2532,2636, 1/2-1/2,-104,A00 - A39,Shannon Penny,Henrietta Rhyne
 A05,2490,2470, 1/2-1/2,20,A00 - A39,Connie Altman,Loretta Gilmer
 A10,2488,2617, 1/2-1/2,-129,A00 - A39,Fran Mcfall,Alonso Nadeau
 E60,2445,2590, 1/2-1/2,-145,E60 - E99,Newton Bush,Lidia Silvers
 B92,2545,2606, 1/2-1/2,-61,B20 - B99,Freddie Gabbard,Hans Bess
 C96,2550,2514, 1/2-1/2,36,C20 - C99,Colby Loper,Freddie Bower
 B43,2525,2622, 0-1,-97,B20 - B99,Zenaida Schramm,Russell Finney
 C65,2514,2612, 1/2-1/2,-98,C20 - C99,Jefferson Ham,Laverne Conklin
 A13,2583,2545, 1/2-1/2,38,A00 - A39,Gina Dooley,Leonard Gaither
 E32,2549,2528, 0-1,21,E00 - E59,Keven Gore,Holly Berman
 A09,2545,2579, 0-1,-34,A00 - A39,Ines Bess,Carrie Mann
 B42,2577,2653, 1/2-1/2,-76,B20 - B99,Bernardo Arce,Dalia Perea
 A05,2608,2461, 1-0,147,A00 - A39,Socorro Shrader,Claire Mcgee
 C89,2778,2816, 1/2-1/2,-38,C20 - C99,Merlin Travers,Marsha TRUE
 A06,2730,2684, 1/2-1/2,46,A00 - A39,Marvin Dobbs,Moses Kowalski
 B12,2742,2729, 1/2-1/2,13,B10 - B19,Bob Christmas,Abigail Lindberg
 B30,2737,2738, 1/2-1/2,-1,B20 - B99,Gayla Baker,Tessa Hargett
 D10,2738,2684, 1-0,54,D00 - D69,Constance Romeo,Monica Schilling
 A11,2658,2724, 1/2-1/2,-66,A00 - A39,Lynwood Maple,Jo Sheffield
 D10,2672,2693, 1/2-1/2,-21,D00 - D69,Dinah Chu,Ima Gregg
 D10,2672,2658, 1/2-1/2,14,D00 - D69,Alisha Paterson,Kenny Bearden
 A52,2713,2698, 1/2-1/2,15,A50 - A79,Garry Sonnier,Granville Watson
 C68,2658,2729, 1/2-1/2,-71,C20 - C99,Essie Rudd,Wilbert Cochrane
 C67,2691,2724, 1/2-1/2,-33,C20 - C99,Christin Curran,Stacia Dietrich
 C11,2712,2698, 1/2-1/2,14,C00 - C19,Cathrine Robey,Warner Sun
 A46,2563,2540, 1-0,23,A45 - A49,Mirna Hubbard,Lawrence Johnson
 A50,2705,2664, 0-1,41,A50 - A79,Mohamed Bechtel,Sunny Hadley
 C55,2664,2702, 0-1,-38,C20 - C99,Federico Mccollum,Phillip Riggins
 B36,2586,2397, 1-0,189,B20 - B99,Caridad Saldivar,Liz Oswalt
 E70,2520,2496, 1/2-1/2,24,E60 - E99,Hal Sawyers,Raymon Frazer
 C10,2623,2656, 1/2-1/2,-33,C00 - C19,Lela Tuttle,Cori Royer
 C11,2677,2646, 1-0,31,C00 - C19,Ivette Bueno,Ellis Hooker
 E10,2703,2677, 1/2-1/2,26,E00 - E59,Addie Almanza,Marina Horning
 B90,2705,2703, 1/2-1/2,2,B20 - B99,Evangeline Pickett,Odessa Melancon
 D12,2646,2664, 1/2-1/2,-18,D00 - D69,Dottie Bui,Rodolfo Baines
 D81,2646,2677, 1/2-1/2,-31,D70 - D99,Susan Keenan,Andria Crowe
 B19,2605,2471, 1-0,134,B10 - B19,Shante Lieberman,Devon Pitts
 B68,2492,2603, 0-1,-111,B20 - B99,Bret Blanco,Leonard Strange
 A48,2522,2471, 1/2-1/2,51,A45 - A49,Arlen Keller,Eduardo Ennis
 A17,2551,2602, 1/2-1/2,-51,A00 - A39,Lidia Redmond,Charlie Hyland
 A13,2528,2602, 0-1,-74,A00 - A39,Dick Lash,Jordan Downes
 C42,2603,2605, 1/2-1/2,-2,C20 - C99,Albert Hudgins,Roxann Schuster
 B90,2717,2505, 1-0,212,B20 - B99,Marci Mckinley,Alexandra Chesser
 A05,2451,2580, 1/2-1/2,-129,A00 - A39,Jarod Wolff,Alejandro Gilson
 E00,2522,2647, 1/2-1/2,-125,E00 - E59,Pete Ireland,Ruth Sowell
 E38,2581,2447, 1-0,134,E00 - E59,Deon Wilhelm,Guy Keeling
 B22,2587,2489, 1-0,98,B20 - B99,Darwin Kyle,Deirdre Beauchamp
 B41,2531,2598, 0-1,-67,B20 - B99,Jimmie Mckeown,Preston Foltz
 C11,2503,2534, 1-0,-31,C00 - C19,Yolanda Crenshaw,Wendell Oliver
 A05,2647,2451, 1-0,196,A00 - A39,Lynn Tovar,Cassie Ornelas
 A05,2581,2579, 1-0,2,A00 - A39,Joesph Crider,Shawna Lucero
 E00,2681,2584, 1-0,97,E00 - E59,Gene Castleberry,Samual Beasley
 B07,2477,2603, 1-0,-126,B00 - B09,Jimmie Brantley,Mina Ridgeway
 B06,2443,2636, 0-1,-193,B00 - B09,Stacey Crouse,Erin Troy
 D12,2535,2635, 1/2-1/2,-100,D00 - D69,Jovita Regalado,Larry Grimes
 A04,2636,2557, 1/2-1/2,79,A00 - A39,Rene Upshaw,Britt Cordova
 D11,2540,2400, 1/2-1/2,140,D00 - D69,Tracie Sturgeon,Annamarie Lehman
 C48,2454,2662, 0-1,-208,C20 - C99,Brain Kellum,Terri Spring
 E15,2525,2647, 0-1,-122,E00 - E59,Oliver Sawyer,Vernon Stowe
 E60,2371,2494, 1/2-1/2,-123,E60 - E99,Marlon Carmack,Minnie Alfred
 B01,2647,2557, 1-0,90,B00 - B09,Diego Yee,Fredric Carlin
 B06,2469,2535, 1/2-1/2,-66,B00 - B09,Luann Lemke,Tiffany Piazza
 D37,2480,2579, 1/2-1/2,-99,D00 - D69,Glenda Madigan,Grady Pollard
 E11,2480,2471, 1/2-1/2,9,E00 - E59,Randal Bays,Maxine Ellington
 B42,2384,2481, 1-0,-97,B20 - B99,Marietta Mireles,Mitch Espinal
 A40,2602,2592, 1/2-1/2,10,A40 - A44,Lilly Jackman,Barb Schulte
 A05,2502,2513, 1-0,-11,A00 - A39,Otto Bruno,Sydney Plummer
 A06,2488,2528, 1/2-1/2,-40,A00 - A39,Alvina Gragg,Trudy Tejeda
 B51,2566,2427, 1-0,139,B20 - B99,Wilburn Okeefe,Bridget Briseno
 D15,2679,2655, 1/2-1/2,24,D00 - D69,Anibal Abraham,Gaylord Beardsley
 A04,2532,2601, 1-0,-69,A00 - A39,Neil Briseno,Ramiro Bergeron
 B42,2615,2611, 1/2-1/2,4,B20 - B99,Matilda Steiner,Lily Dyson
 E33,2637,2627, 1/2-1/2,10,E00 - E59,Carmen Fulcher,Joseph Hendrix
 B76,2521,2465, 1-0,56,B20 - B99,Calvin Stauffer,Felicia Billups
 E00,2651,2683, 1/2-1/2,-32,E00 - E59,Jessie Chung,Rodolfo Christiansen
 B20,2539,2555, 0-1,-16,B20 - B99,Jody Ricci,Theodore Fields
 A13,2611,2679, 1-0,-68,A00 - A39,Kayla Jameson,Reuben Qualls
 A22,2479,2532, 1-0,-53,A00 - A39,Leisa Lawrence,Jefferson Sommer
 B90,2663,2554, 1-0,109,B20 - B99,Benton Spalding,Chas Birch
 A05,2547,2580, 1/2-1/2,-33,A00 - A39,Sol Rendon,Vilma Cummings
 C72,2622,2520, 1/2-1/2,102,C20 - C99,Alejandra Cardwell,Jaclyn Salter
 C92,2660,2598, 1-0,62,C20 - C99,Adela Marshall,Eddie Reeve
 A09,2520,2651, 0-1,-131,A00 - A39,Ike Curtis,June Lenz
 C19,2489,2496, 1/2-1/2,-7,C00 - C19,Ralph Bostick,Mamie Hightower
 A07,2570,2607, 1-0,-37,A00 - A39,Eunice Bishop,Royal Houghton
 B39,2571,2453, 1-0,118,B20 - B99,Erna Metzler,Amelia Tindall
 A46,2517,2668, 0-1,-151,A45 - A49,Pearlie Rousseau,Theresa Dougherty
 E61,2643,2516, 1/2-1/2,127,E60 - E99,Dan Minnick,Ashleigh Glynn
 A30,2570,2554, 1/2-1/2,16,A00 - A39,Britt Duckett,Malik Rawlins
 D10,2517,2538, 1/2-1/2,-21,D00 - D69,Elvis Haddad,Alda Ocampo
 D25,2621,2515, 1-0,106,D00 - D69,Tera Cochrane,Wallace Holm
 C10,2693,2656, 1/2-1/2,37,C00 - C19,Lane Rodrigues,Kendrick Cate
 B22,2656,2693, 1/2-1/2,-37,B20 - B99,Jarvis Mcnutt,Ferdinand Sheehan
 E12,2500,2578, 1/2-1/2,-78,E00 - E59,Randi Pence,Tameka Cooney
 B41,2570,2578, 1/2-1/2,-8,B20 - B99,Jarrett Underhill,Joseph Abrams
 E41,2664,2616, 0-1,48,E00 - E59,Landon Holcomb,Kelli Peeler
 A40,2498,2664, 1/2-1/2,-166,A40 - A44,Gena Mcdaniels,Ramiro Nixon
 A46,2664,2616, 0-1,48,A45 - A49,Aurelia Root,Kory Crowell
 A05,2616,2498, 1/2-1/2,118,A00 - A39,Haydee Stern,Daniela Crane
 A46,2608,2519, 1-0,89,A45 - A49,Rosanne Bradshaw,Abbie Kiefer
 B41,2575,2563, 1-0,12,B20 - B99,Jung Pullen,Helene Bergeron
 E11,2563,2575, 0-1,-12,E00 - E59,Son Campos,Clayton Graham
 A13,2705,2608, 1-0,97,A00 - A39,Willy Swearingen,Garland Bueno
 A16,2608,2705, 0-1,-97,A00 - A39,Renae Galindo,Lourdes Musselman
 A46,2705,2661, 1/2-1/2,44,A45 - A49,Marcia Maes,Carlo Werner
 A40,2702,2707, 1/2-1/2,-5,A40 - A44,Keenan Kozlowski,Rodrick Lemons
 B94,2490,2624, 0-1,-134,B20 - B99,Gwendolyn Rosales,Dottie Coyne
 B90,2560,2490, 1-0,70,B20 - B99,Geraldo Seaton,Santos Blair
 A40,2690,2506, 1/2-1/2,184,A40 - A44,Perla Calvin,Taylor Hauser
 B07,2460,2624, 0-1,-164,B00 - B09,Brandy Fielder,Johnnie Swanson
 E10,2662,2690, 1/2-1/2,-28,E00 - E59,Mirna Billingsley,Rachael Bullard
 A04,2540,2638, 0-1,-98,A00 - A39,Kristine Jacob,Latricia Townes
 A06,2506,2540, 1/2-1/2,-34,A00 - A39,Verda Stephenson,Randy Prather
 C78,2604,2690, 1/2-1/2,-86,C20 - C99,Sanford Garrett,Casey Huynh
 A00,2647,2593, 0-1,54,A00 - A39,Lisa Paz,Tyrell Seely
 A20,2598,2581, 1-0,17,A00 - A39,Fay Wentz,Clifford Cleary
 B32,2579,2506, 1/2-1/2,73,B20 - B99,Sammie Lawton,Gil Flowers
 B43,2579,2598, 0-1,-19,B20 - B99,Dennis Seidel,Tiffany Timm
 E92,2593,2647, 0-1,-54,E60 - E99,Karon Mark,Allene Lister
 E76,2505,2638, 0-1,-133,E60 - E99,Jana Chitwood,Duncan Ellington
 B12,2475,2578, 1-0,-103,B10 - B19,Aline Underhill,Hattie Mcclain
 A09,2556,2468, 1/2-1/2,88,A00 - A39,Dorothea Horton,Salvador Bills
 A30,2598,2570, 1-0,28,A00 - A39,Anton Bouchard,Kira Paterson
 C78,2527,2587, 0-1,-60,C20 - C99,Olivia Murry,Renate Michael
 C45,2592,2501, 1-0,91,C20 - C99,Lenore Trinidad,Irma Shanahan
 D83,2520,2580, 1/2-1/2,-60,D70 - D99,Kurtis Gilbert,Zackary Freeman
 B12,2580,2579, 1/2-1/2,1,B10 - B19,Roosevelt Cruz,Malcolm Shelby
 A60,2511,2502, 1-0,9,A50 - A79,Kendall Pacheco,Elnora Wells
 A00,2561,2471, 1-0,90,A00 - A39,Wes Dillon,Bess Conte
 A04,2545,2767, 0-1,-222,A00 - A39,Tamra Elrod,Jacques Beaulieu
 E10,2693,2607, 1/2-1/2,86,E00 - E59,Una Linville,Judi Deaton
 E06,2771,2616, 1/2-1/2,155,E00 - E59,Micaela Valdes,Leann Almond
 A06,2771,2664, 1-0,107,A00 - A39,Lyman Behrens,Steve Mowery
 C07,2521,2771, 1/2-1/2,-250,C00 - C19,Leandro Mcdaniels,Jonathon Kaplan
 A06,2616,2664, 1-0,-48,A00 - A39,Juan Daniel,Tessa Sills
 E10,2771,2616, 1-0,155,E00 - E59,Emil Harr,Alice Sample
 A50,2616,2771, 1/2-1/2,-155,A50 - A79,Reva Stewart,Letha Ali
 A46,2547,2536, 1-0,11,A45 - A49,Cecil Tovar,Rocco Hershberger
 A40,2597,2619, 1-0,-22,A40 - A44,Leilani Stamps,Damien Hays
 E60,2679,2711, 0-1,-32,E60 - E99,Dudley Cleary,Tabitha Goins
 B11,2460,2638, 1-0,-178,B10 - B19,Jessie Erwin,Bertha Randolph
 C67,2490,2604, 0-1,-114,C20 - C99,Natalia Newberry,Valarie Caballero
 B77,2560,2662, 1/2-1/2,-102,B20 - B99,Shanon Warfield,Adela Leblanc
 B12,2704,2718, 1/2-1/2,-14,B10 - B19,Amelia Sharp,Bernadette Seibert
 B10,2707,2723, 1-0,-16,B10 - B19,Jung Layman,Freda Donald
 A46,2450,2571, 1-0,-121,A45 - A49,Trista Gantt,Eli Walton
 E10,2558,2638, 1/2-1/2,-80,E00 - E59,Lindy Gracia,Jewell Vail
 D02,2599,2450, 1-0,149,D00 - D69,Tom Haskins,Denver George
 A07,2639,2486, 1/2-1/2,153,A00 - A39,Wilfred Giordano,Nathan Colby
 E60,2454,2592, 1/2-1/2,-138,E60 - E99,Steve Vick,Korey Borden
 A20,2582,2691, 0-1,-109,A00 - A39,Chantal Goldman,Ronny Oliva
 E92,2540,2638, 0-1,-98,E60 - E99,Charmaine Renfro,Kristi Holman
 B42,2486,2707, 1-0,-221,B20 - B99,Neville Barrow,Zackary Barajas
 B14,2436,2614, 1/2-1/2,-178,B10 - B19,Jonas Rauch,Randall Suarez
 B18,2610,2599, 1/2-1/2,11,B10 - B19,Miles Aguayo,Corinne Odum
 E32,2558,2718, 1/2-1/2,-160,E00 - E59,Marjorie Boyer,Judy Prince
 A07,2498,2657, 1/2-1/2,-159,A00 - A39,Jung Kim,Wade Rau
 D12,2628,2450, 1/2-1/2,178,D00 - D69,Renato Sneed,Geneva Cazares
 A05,2578,2436, 1-0,142,A00 - A39,Angie Ladner,Casey Nix
 C65,2609,2703, 1/2-1/2,-94,C20 - C99,Patty Prince,Ernestina Faust
 D02,2681,2558, 1-0,123,D00 - D69,Alisha Avila,Jaime Gill
 A56,2635,2505, 1-0,130,A50 - A79,Marty Canady,Delilah Compton
 E15,2450,2707, 1/2-1/2,-257,E00 - E59,Janelle Salazar,Landon Barclay
 A07,2614,2718, 1-0,-104,A00 - A39,Lacy Mcgowan,Clair Keener
 A15,2672,2609, 1-0,63,A00 - A39,Shayne Slayton,Fidel Eagle
 C11,2639,2526, 0-1,113,C00 - C19,Velma Coles,Kevin Easterling
 B12,2494,2590, 1/2-1/2,-96,B10 - B19,Julianna Doran,Lori Lavigne
 B23,2584,2436, 1-0,148,B20 - B99,Fern Cummings,Walker Baldridge
 B12,2657,2545, 1/2-1/2,112,B10 - B19,Vickie Candelaria,Virgil Bechtel
 D20,2614,2562, 1/2-1/2,52,D00 - D69,Winnie Wentworth,Collette Kingsley
 A06,2545,2631, 0-1,-86,A00 - A39,Charlotte Evans,Terrance Gamble
 A04,2562,2678, 1/2-1/2,-116,A00 - A39,Geoffrey Joyce,Laverne Lyman
 A00,2611,2502, 0-1,109,A00 - A39,Johnathon Odom,Shanda Trammell
 A40,2638,2584, 1-0,54,A40 - A44,Marcia Doe,Garret Whitt
 B79,2610,2534, 1-0,76,B20 - B99,Daron Kitchens,Stephany Arrington
 A11,2672,2599, 1/2-1/2,73,A00 - A39,Stacey Wu,Wm Mulkey
 D15,2558,2590, 1/2-1/2,-32,D00 - D69,Ali Battles,Nelson Lin
 A05,2607,2534, 1-0,73,A00 - A39,Valentina Gibson,Adrianne Nielsen
 C53,2566,2566, 1/2-1/2,0,C20 - C99,Lorenzo Bundy,Erwin Pullen
 A05,2527,2657, 1/2-1/2,-130,A00 - A39,Eloy Connell,Mickey Law
 E33,2527,2566, 1-0,-39,E00 - E59,Aretha Trice,Constance Allen
